,customer_id,age,gender,country,annual_income,spending_score,num_purchases,avg_purchase_value,membership_years,website_visits_per_month,cart_abandon_rate,churned,feedback_text,last_purchase_date
8717,8718,27,Female,USA,109613,58,22,48.94,5,2,0.75,0,Excellent customer service.,2025-10-17
55,56,35,Male,USA,62574,4,3,36.55,0,22,0.82,1,"Poor quality, item broke after a week.",2023-12-30
638,639,20,Female,USA,139958,89,20,57.41,2,2,0.82,0,Good quality and value for money.,2025-06-04
302,303,61,Male,USA,146572,39,38,62.9,12,20,0.23,0,"Great experience, will shop again!",2025-05-11
5811,5812,43,Female,UK,127526,93,33,64.86,9,15,0.16,0,"Great experience, will shop again!",2025-06-26
1276,1277,35,Male,UK,138249,95,21,57.43,2,24,0.12,0,The website is easy to use.,2025-07-16
4432,4433,46,Male,South Africa,88250,74,40,53.53,13,5,0.78,0,Love the products and fast shipping.,2025-08-06
3644,3645,40,Male,India,61181,56,27,48.03,9,22,0.55,0,The website is easy to use.,2025-09-18
4143,4144,19,Male,Australia,71310,16,9,30.07,1,2,0.37,0,Good quality and value for money.,2025-07-28
2878,2879,61,Male,Australia,89707,72,15,44.63,1,7,0.41,0,Excellent customer service.,2025-08-01
6493,6494,47,Female,France,92418,97,26,50.63,6,22,0.3,0,"Great experience, will shop again!",2025-09-07
5240,5241,53,Female,South Africa,91239,14,30,46.52,12,1,0.95,0,The website is easy to use.,2025-05-31
9408,9409,37,Female,UK,89779,5,8,45.21,2,25,0.47,0,Very satisfied with my purchase.,2025-09-12
6937,6938,65,Female,Brazil,30694,52,25,34.38,9,10,0.54,0,Love the products and fast shipping.,2025-10-08
7240,7241,63,Female,USA,166653,40,28,64.58,7,10,0.08,0,Love the products and fast shipping.,2025-09-18
2593,2594,22,Female,Brazil,52551,56,11,35.23,1,1,0.56,1,Difficult to navigate the website.,2024-10-06
2393,2394,22,Female,USA,109164,50,18,52.49,3,15,0.66,0,Love the products and fast shipping.,2025-08-28
523,524,61,Female,India,69572,74,37,44.41,12,8,0.5,0,Very satisfied with my purchase.,2025-05-23
6376,6377,48,Male,South Africa,88413,78,29,47.55,8,22,0.4,0,"Great experience, will shop again!",2025-09-24
6981,6982,52,Male,India,54044,60,34,34.61,12,6,0.92,0,Very satisfied with my purchase.,2025-08-06
6677,6678,27,Female,India,41741,48,19,42.64,6,17,0.17,0,"Great experience, will shop again!",2025-08-26
3900,3901,26,Female,USA,135066,92,31,63.85,8,23,0.21,0,Very satisfied with my purchase.,2025-09-02
9634,9635,55,Male,UK,87974,9,11,43.88,3,12,0.58,0,Excellent customer service.,2025-08-31
5585,5586,40,Female,USA,134861,74,22,70.39,3,1,0.92,0,Excellent customer service.,2025-06-14
9360,9361,21,Female,France,73990,69,16,50.26,2,1,0.58,0,Good quality and value for money.,2025-07-07
7956,7957,42,Male,Australia,118920,53,14,53.75,0,25,0.87,0,Excellent customer service.,2025-10-04
7570,7571,57,Female,Canada,103472,88,20,54.5,3,8,0.88,1,"Poor quality, item broke after a week.",2025-01-04
6777,6778,58,Female,India,75571,3,22,41.91,8,3,0.26,0,Very satisfied with my purchase.,2025-09-08
671,672,34,Male,India,44876,83,36,37.78,12,7,0.88,0,Excellent customer service.,2025-06-01
4188,4189,68,Female,Germany,104278,51,15,48.06,2,8,0.38,0,Love the products and fast shipping.,2025-05-10
666,667,64,Female,Brazil,63507,56,25,51.62,7,27,0.76,0,Love the products and fast shipping.,2025-05-23
3266,3267,48,Male,Germany,132554,11,16,56.01,4,10,0.09,0,Good quality and value for money.,2025-08-15
1887,1888,52,Male,Australia,144710,44,21,53.27,5,12,0.55,0,"Great experience, will shop again!",2025-10-08
8472,8473,30,Male,South Africa,49753,37,12,41.07,3,15,0.51,0,Excellent customer service.,2025-05-13
9091,9092,59,Female,India,59508,37,28,49.15,11,29,0.56,0,Excellent customer service.,2025-07-27
7687,7688,19,Male,Japan,62200,33,7,39.13,0,10,0.31,0,Good quality and value for money.,2025-05-29
6031,6032,44,Female,USA,144659,44,25,59.44,6,13,0.23,0,Good quality and value for money.,2025-10-04
6090,6091,61,Female,USA,76766,6,19,33.01,8,7,0.94,0,The website is easy to use.,2025-05-04
6238,6239,68,Male,USA,120446,89,31,69.59,8,29,0.75,0,"Great experience, will shop again!",2025-07-26
7350,7351,60,Female,UK,65656,45,32,36.9,13,6,0.63,0,"Great experience, will shop again!",2025-10-11
7830,7831,46,Female,USA,72480,16,34,34.98,13,3,0.53,1,Difficult to navigate the website.,2024-04-03
760,761,52,Male,USA,113592,68,41,55.52,14,21,0.29,0,Good quality and value for money.,2025-10-17
6254,6255,38,Female,Australia,91562,86,16,51.72,2,29,0.7,0,Very satisfied with my purchase.,2025-09-23
1906,1907,57,Male,Canada,100710,49,20,46.33,5,1,0.15,0,Love the products and fast shipping.,2025-08-02
3818,3819,59,Male,South Africa,55678,6,9,25.97,2,30,0.5,0,Good quality and value for money.,2025-06-08
6269,6270,37,Female,Germany,139273,39,34,47.73,12,16,0.85,0,The website is easy to use.,2025-08-11
4300,4301,36,Female,USA,56515,48,7,50.54,0,17,0.81,0,Love the products and fast shipping.,2025-06-07
5569,5570,65,Female,Brazil,73611,21,27,37.12,11,10,0.91,1,"Poor quality, item broke after a week.",2023-11-13
7941,7942,29,Female,India,56869,64,18,41.31,3,24,0.93,0,Excellent customer service.,2025-10-10
4164,4165,26,Male,UK,129820,47,21,46.52,5,7,0.61,0,Excellent customer service.,2025-08-21
5971,5972,43,Male,USA,129585,80,20,59.18,2,11,0.74,0,"Great experience, will shop again!",2025-10-02
3579,3580,45,Male,USA,121939,5,14,35.96,4,5,0.46,0,Very satisfied with my purchase.,2025-09-09
2832,2833,58,Female,Canada,67772,6,4,38.17,0,4,0.8,0,Love the products and fast shipping.,2025-08-23
5449,5450,44,Male,Brazil,73943,54,12,54.75,1,26,0.79,0,Love the products and fast shipping.,2025-07-21
3472,3473,32,Female,USA,63941,85,30,51.11,8,22,0.58,0,Love the products and fast shipping.,2025-07-22
6327,6328,21,Male,Australia,132362,62,14,65.29,0,10,0.69,0,Love the products and fast shipping.,2025-08-27
137,138,38,Female,France,40541,21,16,27.59,6,1,0.83,0,"Great experience, will shop again!",2025-07-29
7043,7044,18,Male,Germany,131081,15,10,44.04,0,30,0.14,0,Love the products and fast shipping.,2025-09-28
4892,4893,55,Female,USA,54589,17,33,26.56,14,15,0.83,0,Love the products and fast shipping.,2025-05-04
2180,2181,30,Female,Canada,123014,52,27,50.95,7,1,0.11,0,The website is easy to use.,2025-10-24
7730,7731,42,Male,France,64787,58,26,40.67,9,13,0.24,0,Love the products and fast shipping.,2025-08-06
3177,3178,18,Female,USA,54216,2,2,41.17,0,11,0.14,1,"Poor quality, item broke after a week.",2024-11-03
4854,4855,56,Male,India,26985,87,28,48.33,9,22,0.82,0,Love the products and fast shipping.,2025-06-21
4637,4638,54,Female,Australia,172893,77,17,76.26,1,20,0.59,0,Love the products and fast shipping.,2025-07-25
5115,5116,37,Male,India,78537,23,11,43.75,2,26,0.53,0,"Great experience, will shop again!",2025-06-26
7648,7649,41,Male,UK,69919,16,24,38.23,9,17,0.04,0,Excellent customer service.,2025-06-25
4261,4262,23,Female,UK,120941,60,19,59.26,3,29,0.56,0,Good quality and value for money.,2025-07-13
1331,1332,57,Male,Australia,159483,15,19,61.71,4,23,0.01,0,"Great experience, will shop again!",2025-10-16
7002,7003,21,Male,India,35199,26,3,28.56,0,12,0.25,1,"Poor quality, item broke after a week.",2024-06-18
6941,6942,30,Female,France,51723,71,21,36.25,6,22,0.97,0,Good quality and value for money.,2025-08-03
8017,8018,60,Female,USA,62074,1,3,28.31,0,13,0.87,1,The product did not match the description.,2024-07-16
6241,6242,48,Female,USA,169192,74,43,65.82,13,4,0.01,0,The website is easy to use.,2025-10-14
9987,9988,41,Male,France,47745,78,23,39.44,7,17,0.35,0,Very satisfied with my purchase.,2025-05-02
6881,6882,32,Female,India,75087,4,29,35.52,13,25,0.98,0,Very satisfied with my purchase.,2025-10-13
4530,4531,65,Female,France,46107,31,16,31.84,5,7,0.26,1,Difficult to navigate the website.,2023-12-17
4673,4674,49,Male,France,31284,96,39,38.9,14,11,0.22,0,Love the products and fast shipping.,2025-07-28
6996,6997,69,Female,USA,67801,34,18,46.36,6,25,0.44,0,Love the products and fast shipping.,2025-07-01
1252,1253,49,Male,UK,100914,35,22,53.64,6,15,0.13,0,The website is easy to use.,2025-06-09
3374,3375,32,Female,Australia,94904,94,34,64.7,10,2,0.78,1,I will not be shopping here again.,2025-02-02
2814,2815,54,Male,USA,169214,39,29,53.93,9,2,0.22,1,"Poor quality, item broke after a week.",2024-03-05
4719,4720,26,Female,Brazil,52269,38,17,33.13,5,30,0.03,0,Love the products and fast shipping.,2025-08-09
6544,6545,42,Female,Brazil,26949,45,22,33.68,8,2,0.21,0,Love the products and fast shipping.,2025-09-03
4858,4859,35,Male,USA,104399,3,31,45.91,13,6,0.43,0,Good quality and value for money.,2025-09-14
7901,7902,65,Male,USA,133966,44,21,48.49,5,16,0.26,1,"Poor quality, item broke after a week.",2024-07-26
8580,8581,50,Male,USA,72078,90,28,52.96,8,19,0.37,0,Excellent customer service.,2025-07-06
8427,8428,24,Male,Brazil,44664,58,16,32.0,3,21,0.0,0,Love the products and fast shipping.,2025-10-17
1077,1078,26,Male,Japan,95362,21,14,35.08,4,17,0.32,1,Customer service was unhelpful.,2025-04-18
4363,4364,23,Female,Japan,131670,95,23,65.3,4,19,0.06,0,Excellent customer service.,2025-06-16
770,771,55,Female,USA,77220,33,31,50.95,12,26,0.05,0,Excellent customer service.,2025-07-15
8865,8866,34,Male,USA,105212,91,16,63.44,1,4,0.72,1,Shipping was too slow.,2024-09-13
249,250,40,Male,UK,73841,75,42,47.3,15,13,0.15,0,The website is easy to use.,2025-06-28
7239,7240,24,Male,Germany,106347,28,15,47.41,4,22,0.97,0,Very satisfied with my purchase.,2025-10-23
3419,3420,32,Male,France,41684,92,38,45.24,13,4,0.25,0,"Great experience, will shop again!",2025-09-14
4976,4977,18,Male,USA,135363,85,15,61.33,0,11,0.37,0,Good quality and value for money.,2025-07-20
4544,4545,57,Male,USA,166633,37,42,52.15,15,25,0.19,0,Love the products and fast shipping.,2025-06-01
5565,5566,58,Female,USA,163086,38,26,57.03,6,11,0.62,0,"Great experience, will shop again!",2025-06-14
7939,7940,52,Male,Brazil,65744,4,33,33.76,15,12,0.86,1,"Poor quality, item broke after a week.",2024-01-24
716,717,40,Female,USA,139776,27,32,47.67,11,12,0.62,0,Very satisfied with my purchase.,2025-08-16
9652,9653,44,Male,USA,101732,70,41,60.41,15,15,0.53,0,Excellent customer service.,2025-09-09
2048,2049,28,Female,South Africa,27623,3,10,31.44,3,5,0.52,0,Good quality and value for money.,2025-07-07
5997,5998,36,Female,France,71882,23,13,38.33,3,13,0.38,0,Love the products and fast shipping.,2025-09-20
6600,6601,62,Female,Brazil,66115,62,21,41.19,5,8,0.09,0,Very satisfied with my purchase.,2025-05-10
7245,7246,33,Male,Australia,47862,69,29,43.29,10,2,0.88,0,The website is easy to use.,2025-06-15
4178,4179,41,Female,Canada,134713,10,22,58.34,7,1,0.71,1,The product did not match the description.,2024-02-18
4809,4810,46,Female,South Africa,26719,82,32,49.59,11,29,0.25,0,Very satisfied with my purchase.,2025-09-05
9482,9483,32,Male,Australia,62390,10,18,31.56,7,23,0.59,0,The website is easy to use.,2025-06-17
7140,7141,49,Female,India,83652,55,16,51.54,2,8,0.22,0,Love the products and fast shipping.,2025-09-22
7190,7191,33,Female,Germany,66632,63,11,37.68,0,21,0.16,0,Excellent customer service.,2025-09-05
1460,1461,40,Female,India,23293,16,14,26.58,5,2,0.94,1,I will not be shopping here again.,2025-04-03
5989,5990,28,Male,South Africa,33515,73,8,46.28,0,18,0.81,0,Good quality and value for money.,2025-09-02
2000,2001,46,Female,India,73657,51,9,54.61,1,16,0.66,0,Good quality and value for money.,2025-07-28
8175,8176,57,Female,India,69120,37,29,44.03,11,5,0.63,0,Good quality and value for money.,2025-10-07
404,405,57,Male,USA,136246,29,12,60.16,1,30,0.07,0,Excellent customer service.,2025-05-19
384,385,30,Male,Brazil,26151,7,14,31.44,5,7,0.09,1,Customer service was unhelpful.,2025-02-04
9448,9449,62,Female,France,80838,90,18,60.6,2,7,0.8,0,Excellent customer service.,2025-09-05
9487,9488,20,Female,UK,132737,88,15,65.3,0,7,0.03,0,Good quality and value for money.,2025-06-01
1633,1634,48,Female,Japan,172724,45,41,56.23,14,15,0.16,0,Good quality and value for money.,2025-09-24
9853,9854,54,Female,UK,61352,52,28,40.08,10,1,0.63,0,Very satisfied with my purchase.,2025-09-09
4784,4785,35,Female,India,33991,53,28,41.68,11,11,0.17,0,The website is easy to use.,2025-08-13
9456,9457,38,Female,Brazil,49722,62,29,51.89,9,6,0.7,0,Good quality and value for money.,2025-10-15
6970,6971,53,Female,Canada,96186,6,23,49.2,8,28,0.72,0,Excellent customer service.,2025-10-19
3925,3926,22,Male,Australia,46315,23,11,38.04,2,11,0.1,1,Customer service was unhelpful.,2024-06-29
4158,4159,35,Female,Brazil,57389,38,6,40.04,0,18,0.47,0,Love the products and fast shipping.,2025-05-18
7449,7450,21,Male,Canada,104606,98,14,61.04,0,24,0.07,0,Love the products and fast shipping.,2025-09-27
8415,8416,38,Female,Canada,107362,57,38,49.32,13,30,0.74,0,Good quality and value for money.,2025-08-30
2193,2194,44,Female,Japan,135124,82,28,72.47,6,29,0.18,0,Excellent customer service.,2025-10-26
1015,1016,27,Female,USA,145065,21,19,56.42,5,26,0.01,0,The website is easy to use.,2025-05-16
5124,5125,51,Female,Brazil,84225,55,26,39.76,9,9,0.18,0,Very satisfied with my purchase.,2025-05-21
7418,7419,61,Female,Brazil,70374,15,31,41.87,12,7,0.33,0,Good quality and value for money.,2025-09-13
7409,7410,41,Male,USA,85642,68,19,45.46,4,11,0.12,0,Love the products and fast shipping.,2025-07-04
8989,8990,25,Female,Japan,86136,73,16,44.9,3,20,0.13,0,Excellent customer service.,2025-06-16
2871,2872,40,Male,India,48769,47,31,33.67,11,28,0.35,0,"Great experience, will shop again!",2025-05-11
9,10,42,Female,India,47550,46,32,47.16,12,7,0.41,0,Excellent customer service.,2025-09-07
1838,1839,37,Male,Brazil,34992,40,34,39.91,14,19,0.18,0,The website is easy to use.,2025-05-17
4804,4805,67,Female,France,71282,48,12,51.1,2,30,0.02,0,The website is easy to use.,2025-08-29
255,256,28,Male,Australia,105736,75,22,52.35,4,7,0.67,0,Excellent customer service.,2025-05-13
7026,7027,29,Female,Brazil,57746,59,20,51.66,5,27,0.5,0,Love the products and fast shipping.,2025-07-28
5713,5714,43,Female,Japan,97379,81,27,51.23,7,9,0.14,0,Very satisfied with my purchase.,2025-05-21
3324,3325,39,Male,Australia,65459,66,32,52.06,11,12,0.58,0,The website is easy to use.,2025-10-09
7714,7715,36,Female,India,72572,70,31,45.1,9,30,0.98,0,Excellent customer service.,2025-08-17
1581,1582,52,Female,Brazil,56265,68,10,53.71,0,8,0.96,1,Customer service was unhelpful.,2024-12-17
924,925,45,Female,India,39542,51,11,38.28,1,7,0.33,0,"Great experience, will shop again!",2025-08-26
2779,2780,59,Male,USA,54260,17,12,35.52,4,20,0.08,0,Good quality and value for money.,2025-05-06
7891,7892,68,Male,Canada,70860,23,6,44.82,0,3,0.87,1,I will not be shopping here again.,2024-09-16
6132,6133,41,Female,Japan,76394,26,28,31.96,11,13,0.93,0,The website is easy to use.,2025-06-15
5320,5321,28,Male,USA,137240,77,18,57.39,2,28,0.28,0,"Great experience, will shop again!",2025-07-16
7312,7313,53,Female,Australia,67959,94,14,44.46,0,19,0.34,0,Very satisfied with my purchase.,2025-06-13
7102,7103,41,Male,South Africa,33232,75,24,41.34,8,11,0.95,0,Very satisfied with my purchase.,2025-08-08
6042,6043,58,Female,Canada,136567,31,25,54.22,7,24,0.3,0,Very satisfied with my purchase.,2025-07-14
3775,3776,27,Female,UK,102273,72,21,60.15,5,27,0.01,0,Love the products and fast shipping.,2025-07-03
4835,4836,42,Female,Brazil,60283,68,26,36.39,8,20,0.51,0,Very satisfied with my purchase.,2025-05-18
4964,4965,43,Female,USA,52165,78,27,37.89,9,4,0.45,0,The website is easy to use.,2025-06-28
539,540,46,Male,India,60174,97,38,60.29,13,20,0.71,0,Good quality and value for money.,2025-06-15
7483,7484,61,Male,USA,108226,50,22,46.1,5,22,0.87,0,Good quality and value for money.,2025-10-22
2745,2746,30,Male,USA,48988,51,9,47.52,1,22,0.96,0,"Great experience, will shop again!",2025-08-04
3719,3720,23,Female,USA,123932,35,13,47.71,1,1,0.08,0,Love the products and fast shipping.,2025-10-22
6819,6820,59,Female,USA,100083,24,38,37.49,15,30,0.18,0,"Great experience, will shop again!",2025-07-29
9337,9338,67,Female,UK,172232,63,37,68.5,11,2,0.35,0,Love the products and fast shipping.,2025-07-14
4468,4469,67,Female,India,29559,70,17,45.82,3,21,0.38,0,"Great experience, will shop again!",2025-05-05
667,668,26,Female,Canada,126536,49,15,50.63,1,4,0.23,0,Love the products and fast shipping.,2025-10-04
7575,7576,20,Female,Australia,102064,54,10,55.69,0,16,0.34,0,"Great experience, will shop again!",2025-10-14
8549,8550,52,Female,France,81874,7,24,38.24,9,1,0.13,0,The website is easy to use.,2025-06-28
5063,5064,61,Male,UK,121266,85,17,69.34,2,8,0.3,0,The website is easy to use.,2025-07-15
1353,1354,18,Female,Japan,80007,21,5,47.6,0,23,0.25,1,I will not be shopping here again.,2025-02-21
7114,7115,31,Female,Brazil,42493,68,18,49.64,5,10,0.53,0,Love the products and fast shipping.,2025-09-16
9773,9774,70,Male,India,42642,17,17,24.9,6,2,0.76,1,I will not be shopping here again.,2023-11-04
8662,8663,48,Male,UK,97452,10,9,36.37,1,11,0.21,0,Very satisfied with my purchase.,2025-10-09
2703,2704,67,Male,Australia,103195,61,38,50.61,13,30,0.98,0,Very satisfied with my purchase.,2025-10-27
3330,3331,45,Female,UK,128108,96,25,60.23,5,25,0.63,0,The website is easy to use.,2025-10-26
8053,8054,62,Female,India,71246,82,38,59.42,13,11,0.89,0,Love the products and fast shipping.,2025-09-18
3584,3585,46,Female,India,76363,97,28,55.19,7,1,0.22,0,Good quality and value for money.,2025-09-08
9441,9442,66,Female,Canada,132973,53,26,64.45,7,14,0.04,0,"Great experience, will shop again!",2025-05-30
5645,5646,48,Female,UK,94699,69,33,45.01,10,29,0.2,0,The website is easy to use.,2025-05-06
3376,3377,31,Female,India,36196,4,21,21.27,9,13,0.24,0,The website is easy to use.,2025-05-27
1256,1257,38,Male,India,54660,62,31,44.29,11,24,0.02,0,The website is easy to use.,2025-10-01
6190,6191,62,Male,USA,68715,15,32,38.96,14,27,0.33,0,Good quality and value for money.,2025-08-24
5348,5349,33,Male,India,50697,39,18,37.0,6,22,0.74,1,"Poor quality, item broke after a week.",2024-01-04
4175,4176,45,Female,France,50066,13,5,40.14,0,22,0.94,0,Very satisfied with my purchase.,2025-10-14
4910,4911,61,Female,UK,135184,65,37,54.98,11,28,0.95,0,"Great experience, will shop again!",2025-06-28
1852,1853,57,Female,France,60199,58,36,33.89,13,15,0.08,0,Excellent customer service.,2025-07-24
6316,6317,33,Female,Brazil,26790,39,17,26.52,5,12,0.06,0,Good quality and value for money.,2025-09-06
9854,9855,69,Male,Germany,48940,33,26,35.58,10,26,0.05,0,Very satisfied with my purchase.,2025-09-23
2105,2106,42,Female,Japan,92302,65,15,56.09,2,2,0.63,0,"Great experience, will shop again!",2025-10-03
133,134,67,Male,Germany,156580,46,15,59.87,1,19,0.02,0,"Great experience, will shop again!",2025-09-04
5029,5030,41,Female,USA,41895,21,9,34.84,3,21,0.42,0,Very satisfied with my purchase.,2025-05-12
928,929,56,Male,Australia,174423,60,33,61.5,9,1,0.92,0,"Great experience, will shop again!",2025-09-12
823,824,69,Female,UK,63873,20,33,38.54,13,17,0.18,0,Excellent customer service.,2025-10-14
7576,7577,39,Male,UK,42273,6,7,22.72,2,8,0.05,0,Excellent customer service.,2025-09-16
1531,1532,64,Female,Canada,85296,22,28,36.0,10,3,0.87,1,Difficult to navigate the website.,2025-04-11
1214,1215,22,Male,UK,44341,92,20,48.77,4,12,0.69,0,"Great experience, will shop again!",2025-05-05
504,505,23,Male,UK,47139,91,16,51.92,1,18,0.84,0,Excellent customer service.,2025-10-09
6530,6531,18,Female,USA,99029,89,14,65.85,0,14,0.64,0,Love the products and fast shipping.,2025-09-03
3072,3073,43,Male,Australia,66498,59,31,45.3,10,29,0.76,1,Shipping was too slow.,2024-04-10
9086,9087,54,Male,Germany,103425,63,30,53.07,9,6,0.1,0,"Great experience, will shop again!",2025-05-31
8647,8648,35,Female,Canada,100665,29,11,50.32,2,28,0.35,0,Very satisfied with my purchase.,2025-09-16
6619,6620,49,Female,UK,53374,94,21,56.41,5,14,0.4,0,The website is easy to use.,2025-10-13
9273,9274,22,Male,USA,76899,58,16,41.75,3,20,0.06,0,Excellent customer service.,2025-07-11
3709,3710,30,Male,USA,117351,65,11,54.55,0,17,0.19,0,Very satisfied with my purchase.,2025-10-21
4849,4850,59,Female,UK,124528,99,30,55.58,6,5,0.53,0,Excellent customer service.,2025-07-17
4748,4749,45,Female,Japan,123292,49,36,50.65,12,18,0.88,0,Love the products and fast shipping.,2025-10-15
4268,4269,33,Female,USA,79409,56,14,45.12,2,17,0.3,0,The website is easy to use.,2025-06-20
9878,9879,33,Female,Brazil,79165,88,22,56.75,5,11,0.19,0,Very satisfied with my purchase.,2025-05-15
8905,8906,40,Female,France,23068,13,27,20.73,11,24,0.36,0,The website is easy to use.,2025-10-27
4186,4187,53,Male,India,95155,16,7,48.61,1,2,0.25,0,Good quality and value for money.,2025-05-16
5301,5302,61,Male,USA,86330,66,34,51.93,11,15,0.44,0,Very satisfied with my purchase.,2025-08-19
2923,2924,43,Male,USA,119251,47,28,58.31,8,11,0.69,0,"Great experience, will shop again!",2025-06-22
6588,6589,39,Male,Canada,138510,23,34,55.26,11,28,0.15,0,The website is easy to use.,2025-10-04
1810,1811,36,Female,India,23222,30,5,21.13,0,10,0.84,0,Love the products and fast shipping.,2025-07-19
3486,3487,30,Male,USA,48616,63,9,33.47,0,23,0.72,1,Shipping was too slow.,2025-04-09
7419,7420,19,Male,USA,126235,46,14,53.18,1,25,0.42,0,Love the products and fast shipping.,2025-09-17
3141,3142,63,Female,UK,66098,2,7,27.23,1,13,0.64,0,The website is easy to use.,2025-05-31
9347,9348,18,Female,France,20030,16,2,28.68,0,9,0.82,1,Customer service was unhelpful.,2025-02-07
1324,1325,62,Male,Germany,137382,48,21,56.19,5,4,0.59,1,"Poor quality, item broke after a week.",2024-10-14
4312,4313,55,Male,Canada,142456,95,43,75.85,12,12,0.21,0,"Great experience, will shop again!",2025-05-28
7494,7495,18,Female,India,42121,30,6,34.84,0,28,0.11,0,Very satisfied with my purchase.,2025-05-24
8702,8703,53,Male,USA,100946,41,10,38.51,1,21,0.04,0,Very satisfied with my purchase.,2025-09-25
8691,8692,38,Female,Australia,104847,38,39,48.72,15,29,0.11,0,The website is easy to use.,2025-07-01
9503,9504,18,Female,USA,61671,88,13,42.26,0,9,0.98,0,"Great experience, will shop again!",2025-10-04
5541,5542,37,Female,Japan,73383,49,11,34.78,0,20,0.58,0,The website is easy to use.,2025-07-16
6172,6173,62,Male,Germany,68721,48,24,44.55,8,6,0.18,0,Good quality and value for money.,2025-07-03
1540,1541,51,Female,Brazil,82720,76,41,47.17,14,7,0.94,0,The website is easy to use.,2025-09-28
9409,9410,56,Male,Canada,60586,9,9,24.23,3,12,0.49,0,Excellent customer service.,2025-05-23
2681,2682,37,Female,Australia,113153,65,35,52.72,11,11,0.74,1,Shipping was too slow.,2024-05-03
9882,9883,26,Female,India,61213,39,16,42.73,5,10,0.2,0,Very satisfied with my purchase.,2025-10-02
6313,6314,49,Male,USA,96445,63,28,46.97,8,29,0.77,1,I will not be shopping here again.,2025-02-06
1191,1192,51,Female,South Africa,36854,37,36,33.58,15,10,0.63,0,Love the products and fast shipping.,2025-08-25
5293,5294,20,Female,France,48359,36,10,41.2,1,29,0.5,0,The website is easy to use.,2025-08-24
1542,1543,63,Female,Japan,129271,87,25,70.06,5,16,0.39,0,Love the products and fast shipping.,2025-09-13
7056,7057,33,Female,South Africa,41741,48,35,45.35,13,4,0.49,1,Difficult to navigate the website.,2025-04-18
2539,2540,46,Female,Germany,146622,78,30,56.66,6,23,0.29,0,Excellent customer service.,2025-06-28
953,954,65,Female,USA,104186,47,33,42.24,12,23,0.83,0,Good quality and value for money.,2025-05-16
7241,7242,43,Male,Canada,148604,36,15,61.34,1,30,0.42,0,Very satisfied with my purchase.,2025-06-27
6731,6732,39,Female,UK,60856,54,21,48.29,6,29,0.43,0,Very satisfied with my purchase.,2025-07-03
4846,4847,67,Male,USA,167325,53,23,56.69,5,25,0.33,0,Love the products and fast shipping.,2025-10-27
6801,6802,67,Male,Germany,116136,35,28,56.95,10,10,0.27,0,The website is easy to use.,2025-06-30
8010,8011,52,Male,USA,112573,8,8,35.63,0,16,0.84,1,The product did not match the description.,2024-02-08
4330,4331,27,Male,Australia,53278,95,12,55.61,0,16,0.66,0,Love the products and fast shipping.,2025-10-19
8924,8925,42,Male,India,73872,100,40,63.01,12,29,0.3,0,The website is easy to use.,2025-06-16
5334,5335,63,Female,USA,114258,30,29,41.45,10,12,0.7,0,Excellent customer service.,2025-07-02
7330,7331,36,Female,France,67924,55,15,39.46,3,23,0.33,0,Very satisfied with my purchase.,2025-07-06
9348,9349,47,Female,India,32055,32,27,38.47,10,20,0.91,0,Good quality and value for money.,2025-07-30
4729,4730,69,Male,UK,94789,16,35,36.27,13,2,0.98,1,Shipping was too slow.,2024-03-30
6541,6542,62,Female,USA,148147,38,29,49.34,8,28,0.84,0,Excellent customer service.,2025-08-23
5305,5306,41,Male,South Africa,27393,27,31,35.16,14,19,0.33,0,Love the products and fast shipping.,2025-09-01
5161,5162,44,Male,UK,137488,24,19,53.38,5,15,0.41,0,"Great experience, will shop again!",2025-05-30
7860,7861,23,Male,Brazil,48604,51,9,42.49,0,12,0.66,0,Love the products and fast shipping.,2025-09-02
2156,2157,40,Female,Germany,127290,41,26,47.25,7,13,0.54,0,Excellent customer service.,2025-09-27
1062,1063,58,Male,UK,125776,58,39,50.94,13,22,0.6,0,Love the products and fast shipping.,2025-05-06
1167,1168,39,Female,USA,119656,16,23,54.88,7,13,0.89,0,Excellent customer service.,2025-08-07
3636,3637,53,Female,Canada,168302,71,27,70.2,6,6,0.72,0,Good quality and value for money.,2025-08-15
7651,7652,59,Female,India,40093,53,19,37.85,6,30,0.21,0,Good quality and value for money.,2025-05-06
5588,5589,40,Male,France,63154,30,17,34.08,4,15,0.2,0,"Great experience, will shop again!",2025-08-03
7192,7193,42,Female,Brazil,36744,65,18,42.63,4,8,0.72,1,"Poor quality, item broke after a week.",2024-12-01
4491,4492,69,Female,USA,114957,39,10,49.54,0,4,0.26,0,The website is easy to use.,2025-09-25
7266,7267,32,Male,India,32266,88,30,37.96,9,18,0.79,0,"Great experience, will shop again!",2025-10-18
4980,4981,62,Female,France,68217,8,36,32.55,15,12,0.46,1,Customer service was unhelpful.,2024-06-24
8335,8336,66,Female,Japan,154101,76,38,60.73,10,24,0.7,0,Love the products and fast shipping.,2025-06-14
9952,9953,27,Female,Germany,40316,75,13,49.39,1,20,0.05,0,Love the products and fast shipping.,2025-05-25
4946,4947,66,Female,India,31322,94,17,45.6,2,4,0.53,0,"Great experience, will shop again!",2025-05-12
2782,2783,57,Male,India,41048,94,15,47.06,2,24,0.18,0,The website is easy to use.,2025-07-08
717,718,26,Female,India,27112,97,10,47.79,0,20,0.18,0,"Great experience, will shop again!",2025-07-10
